编号,实体1,关系,实体2
1708,卑弥弓呼,mate,未知
680,卓膺,mate,未知
3957,孙辅,mate,未知
4298,王赟,mate,未知
6088,郭汜妻,mate,郭汜
230,曹安民,mate,未知
2053,崔烈,mate,未知
3905,苏代,mate,未知
711,朱据,mate,孙鲁育
1152,杨稷,mate,未知
2399,葛仙公,mate,未知
5149,张美人[曹芳妻],mate,曹芳
1859,曹演,mate,未知
1938,陈化,mate,未知
3361,陆玄,mate,未知
504,桥瑁,mate,未知
1428,闵贡,mate,未知
1498,张修[东汉],mate,未知
873,韩忠[黄巾军],mate,未知
1412,卞秉,mate,未知
4104,滕皇后,mate,孙皓
5902,岳飞,mate,未知
589,北宫玉,mate,未知
419,李丰[蜀],mate,未知
1476,朱绩,mate,未知
5347,郑袤,mate,未知
860,王经,mate,未知
4152,王充,mate,未知
764,阿会喃,mate,未知
5421,周贺,mate,未知
5438,周邵,mate,未知
3848,司马彪,mate,未知
5745,苏顒,mate,未知
5712,韩琼,mate,未知
3842,舒邵,mate,未知
105,曹昂,mate,未知
1010,李丰[袁术],mate,未知
3014,李光[东汉],mate,未知
629,黄皓,mate,未知
5711,史迹,mate,未知
1889,岑彭,mate,未知
1413,陈祗,mate,未知
3020,李华,mate,未知
6040,张节[起义军],mate,未知
3676,秦秀,mate,未知
188,张济,mate,邹氏
4154,王崇,mate,未知
1597,司马衷,mate,未知
5075,张步,mate,未知
2814,黄子廉,mate,未知
590,张球,mate,未知
1389,赵昱,mate,未知
2301,冯朝,mate,未知
274,王累,mate,未知
3724,任光,mate,未知
88,孙瑜,mate,未知
2910,金奇,mate,未知
6052,刘巴[征南将军],mate,未知
2072,戴良,mate,未知
4028,孙慎,mate,未知
693,杨祚,mate,未知
4241,王钦,mate,未知
36,山涛,mate,未知
3856,司马俱,mate,未知
1616,谷利,mate,未知
2940,柯最,mate,未知
3523,缪斐,mate,未知
3178,刘干,mate,未知
4000,孙楞,mate,未知
560,眭固,mate,未知
1774,曹伯兴,mate,未知
3687,麴胜,mate,未知
1279,王观,mate,未知
1123,文虎,mate,未知
2378,高慎,mate,未知
2906,解俊,mate,未知
160,吴质,mate,未知
805,陈骞,mate,未知
1912,陈敖,mate,未知
3464,马义,mate,未知
1802,曹鉴,mate,未知
3973,孙嘿,mate,未知
5372,治元多,mate,未知
2013,承宫,mate,未知
2354,高昌,mate,未知
1414,嵇喜,mate,未知
4767,颜连,mate,未知
5871,杨雄,mate,未知
4034,孙泰,mate,未知
197,于夫罗,mate,刘氏
5005,袁京,mate,未知
5914,刘恢,mate,未知
3228,刘若,mate,未知
1171,张乔,mate,未知
4824,杨乔,mate,未知
72,刘巴[蜀],mate,未知
6104,成得臣,mate,未知
1786,曹娥,mate,未知
953,樊能,mate,未知
3047,李尚,mate,未知
584,冷苞,mate,未知
3937,孙嵩,mate,未知
1434,皇甫谧,mate,未知
2272,繁钦,mate,未知
172,司马朗,mate,未知
5684,张先,mate,未知
473,刘循,mate,庞氏
4771,羊耽,mate,辛宪英
633,孔融,mate,未知
6072,李傕妻,mate,李傕
1111,王肃,mate,未知
4765,颜斐,mate,未知
5173,张晟,mate,未知
4880,阴修,mate,未知
4657,许游,mate,未知
1293,潘岳,mate,未知
1288,郑泰,mate,未知
5539,宗承,mate,未知
3461,马勋,mate,未知
2946,孔顺,mate,未知
3149,刘邠,mate,未知
147,夏侯玄,mate,未知
1070,秦琪,mate,未知
2240,段煨,mate,未知
2396,葛衡,mate,未知
3960,孙高,mate,未知
6059,孙氏[陆景妻],mate,陆景
1722,边韶,mate,未知
1812,曹琨,mate,未知
5545,宗子卿,mate,未知
2847,贾访,mate,未知
329,曹性,mate,未知
5750,彭伯,mate,未知
5310,甄德,mate,京兆公主
5310,甄德,mate,司马氏[甄德妻]
2332,傅公明,mate,未知
1220,边鸿,mate,未知
1481,马秉,mate,未知
2279,范慎,mate,未知
164,张猛,mate,未知
1678,阿罗槃,mate,未知
1379,曹衮,mate,未知
256,关索,mate,鲍三娘
256,关索,mate,花鬘
256,关索,mate,王桃
256,关索,mate,王悦
6005,遏父,mate,未知
4085,檀柘,mate,未知
206,田丰,mate,未知
466,杨修,mate,未知
5945,周亚夫,mate,未知
70,孙邵,mate,未知
236,毛玠,mate,未知
1505,袁买,mate,未知
6039,陈应[东汉],mate,未知
1676,郭槐,mate,贾充
622,万彧,mate,未知
1532,张白骑,mate,未知
4842,杨训,mate,未知
474,龚都,mate,未知
1858,曹偃,mate,未知
5278,赵青龙,mate,未知
5459,周忠,mate,未知
1103,王方,mate,未知
5630,刘陶[魏],mate,未知
2009,成就,mate,未知
52,曹纯,mate,未知
5531,祝臂,mate,未知
2663,郃阳君,mate,郭满
3851,司马干,mate,未知
5440,周生,mate,未知
264,刘谌,mate,崔夫人
1005,句安,mate,未知
486,刘繇,mate,未知
183,步阐,mate,未知
3959,孙干,mate,未知
5066,张霸[吴],mate,未知
1172,张尚[西晋],mate,未知
1335,昌豨,mate,未知
4996,袁成,mate,未知
557,吕岱,mate,未知
2129,丁夫人,mate,曹操
1236,曹节[东汉],mate,未知
2909,金虎,mate,未知
4739,严峻,mate,未知
35,阮籍,mate,未知
1898,苌奴,mate,未知
1979,陈翔,mate,未知
3639,齐周,mate,未知
3113,梁绍,mate,未知
4656,许攸[东汉],mate,未知
1235,盖勋,mate,未知
3632,朴胡,mate,未知
1401,华表,mate,未知
5353,郑遂,mate,未知
1579,卫兹,mate,未知
4575,徐霸,mate,未知
971,韩琪,mate,未知
5188,张统,mate,未知
427,伏完,mate,未知
5874,秦始皇,mate,未知
5604,王氏,mate,郭淮
812,丁原,mate,未知
6023,王考,mate,未知
289,文俶,mate,未知
1939,陈纪[东汉],mate,未知
1838,曹腾,mate,高皇后
1838,曹腾,mate,吴氏
5836,刘宪,mate,未知
463,杨锋,mate,未知
181,李肃[东汉],mate,未知
163,庞淯,mate,未知
997,蒋班,mate,未知
987,胡轸[董卓],mate,未知
4587,徐姬,mate,曹丕
689,许贡,mate,未知
3962,孙恭,mate,未知
298,董允,mate,未知
1408,卫觊,mate,未知
670,巩志,mate,未知
746,田楷,mate,未知
1199,邹丹,mate,未知
56,刘永,mate,未知
84,张昭[吴],mate,未知
1303,赵戬,mate,未知
207,管亥,mate,未知
1516,袁叙,mate,未知
459,杨柏,mate,未知
192,张梁[起义军],mate,未知
6122,王经母,mate,未知
2943,孔桂,mate,未知
926,陈纪[袁术],mate,未知
5309,甄道,mate,未知
5901,勾践,mate,未知
4018,孙谦[孙和子],mate,未知
5813,曹氏[吕布妻],mate,未知
146,夏侯尚,mate,曹氏[夏侯尚妻]
1316,韩融,mate,未知
2229,杜义,mate,未知
645,公孙恭,mate,未知
1187,钟绅,mate,未知
4307,王政,mate,未知
5223,张怿,mate,未知
648,高定,mate,未知
4613,徐勋,mate,未知
951,杜袭,mate,未知
527,陶濬,mate,未知
932,成济,mate,未知
1458,公孙晃,mate,未知
2051,崔钧,mate,未知
709,高沛,mate,未知
690,贾范,mate,未知
935,崔勇,mate,未知
3341,鲁睦,mate,未知
127,傅巽,mate,未知
990,桓阶,mate,未知
698,严畯,mate,未知
1026,梁虔,mate,未知
2217,杜祺,mate,未知
150,全绪,mate,未知
1238,尹奉,mate,未知
4113,田景,mate,未知
4102,陶应,mate,未知
3351,陆骏,mate,未知
1160,尹楷,mate,未知
603,马日磾,mate,未知
998,蒋斌,mate,未知
4718,荀霬,mate,司马氏[荀霬妻]
1181,赵月,mate,未知
6109,田氏,mate,未知
1484,郑伦,mate,未知
568,袁遗,mate,未知
542,许劭,mate,未知
114,曹冲,mate,未知
1144,荀勖,mate,未知
124,韩嵩,mate,未知
381,毌丘俭,mate,未知
5341,郑度,mate,未知
421,潘濬,mate,未知
408,邓贤[刘璋],mate,未知
1654,韩起,mate,未知
416,陈珪,mate,未知
989,孟光,mate,未知
838,诸葛靓,mate,未知
1139,薛珝,mate,未知
2650,何真,mate,未知
1334,吴敦,mate,未知
1457,陶升,mate,未知
362,蒋义渠,mate,未知
1138,徐商,mate,未知
845,辛评,mate,未知
4065,孙昭,mate,未知
714,赵范,mate,未知
831,阎圃,mate,未知
4364,温峤,mate,未知
4796,杨凤,mate,未知
5817,刘邦,mate,吕后
5726,朱芳,mate,未知
4326,隗嚣,mate,未知
1849,曹兴,mate,未知
985,胡烈,mate,未知
897,程秉,mate,未知
5148,张茂,mate,未知
950,杜琼,mate,未知
1269,崔州平,mate,未知
4672,薛礼,mate,未知
5199,张羡,mate,未知
5710,崔禹,mate,未知
702,吕威璜,mate,未知
3127,邻戴,mate,未知
5878,周武王,mate,未知
2922,羊徽瑜,mate,司马师
3368,陆纡,mate,未知
1054,孟节,mate,未知
5696,苗泽,mate,未知
320,崔琰,mate,未知
1294,张裔,mate,未知
5737,胡忠,mate,未知
4456,习凿齿,mate,未知
4361,魏越,mate,未知
440,杨彪,mate,袁氏[杨彪妻]
2345,傅祗,mate,未知
307,蒋钦,mate,未知
952,杜远,mate,未知
2109,邓义,mate,未知
566,朱褒,mate,未知
4604,徐氏[吕安妻],mate,吕安
174,司马孚,mate,未知
4225,王弥,mate,未知
5735,陈耽,mate,未知
993,黄承彦,mate,未知
1145,荀顗,mate,未知
4348,位居,mate,未知
1176,张顗,mate,未知
4870,壹与,mate,未知
5554,祖山,mate,未知
430,胡遵,mate,未知
1447,鲍出,mate,未知
3,满宠,mate,未知
5551,邹他,mate,未知
1573,赵叡,mate,未知
2780,皇甫晏,mate,未知
101,张虎[魏],mate,未知
1129,伍延,mate,未知
5708,祖弼,mate,未知
1489,于麋,mate,未知
1071,丘本,mate,未知
4761,阎芝,mate,未知
2874,姜叙,mate,未知
3890,宋果,mate,未知
1560,句扶,mate,未知
4140,王彪之,mate,未知
575,方悦,mate,未知
4378,王元姬,mate,司马昭
249,夏侯恩,mate,未知
5573,张昭[东汉],mate,未知
1258,张春华,mate,司马懿
293,朱然,mate,未知
5818,刘秀,mate,阴丽华
2093,邓济,mate,未知
1301,卫继,mate,未知
642,袁尚,mate,未知
218,麴义,mate,未知
3840,寿良,mate,未知
5887,霍去病,mate,未知
1239,桓嘉,mate,升迁亭公主
960,顾谭,mate,未知
565,张南[蜀],mate,未知
5909,司马隽,mate,未知
173,司马防,mate,未知
1351,吕伯奢,mate,未知
1826,曹蕤,mate,未知
4244,王如,mate,未知
640,公孙度,mate,未知
46,李恢,mate,未知
5608,王国[魏],mate,未知
921,曹节[献穆皇后],mate,刘协
77,孟获,mate,祝融
5980,麴演,mate,未知
2511,郭浮,mate,未知
536,刘宏[汉灵帝],mate,灵思皇后
536,刘宏[汉灵帝],mate,灵怀皇后
936,党均,mate,未知
4100,陶商,mate,未知
4422,吴修,mate,未知
4591,徐楷,mate,未知
3535,慕容,mate,未知
148,全琮,mate,孙鲁班
4734,严才,mate,未知
556,张举,mate,未知
3132,凌烈,mate,未知
229,曹宇,mate,张氏[曹宇妻]
4620,徐元,mate,未知
727,韩馥,mate,未知
1260,徐氏[孙翊妻],mate,孙翊
610,杨奉,mate,未知
1355,陆郁生,mate,张白
5252,张子谦,mate,未知
5856,孔子,mate,未知
1241,成廉,mate,未知
3062,李条,mate,未知
5748,官雝,mate,未知
1253,辛宪英,mate,羊耽
3188,刘弘[西晋],mate,未知
1607,任夔,mate,未知
5863,陈平,mate,未知
1422,陈蕃,mate,未知
3717,然人,mate,未知
791,俄何,mate,未知
1341,王悦,mate,关索
4258,王嗣,mate,未知
1344,石韬,mate,未知
3017,李衡,mate,习氏[李衡妻]
756,邢道荣,mate,未知
5747,干休,mate,未知
338,朱儁,mate,未知
297,傅佥,mate,未知
1206,冯紞,mate,未知
1662,程奂,mate,未知
1354,赵娥,mate,庞子夏
1291,周处,mate,未知
803,蔡邕,mate,未知
1548,耿武,mate,未知
768,薛综,mate,未知
61,周仓,mate,未知
308,韩当,mate,未知
3793,盛勃,mate,未知
1464,李进,mate,未知
5505,诸葛珪,mate,未知
1563,谢雄,mate,未知
5738,陈氏[刘琦母],mate,刘表
535,王颀[魏],mate,未知
2097,邓朗,mate,未知
3115,梁双,mate,未知
1719,辟邪,mate,未知
5327,甄逸,mate,安喜君
1256,孙氏[钟繇妾],mate,钟繇
3486,毛宗,mate,未知
4159,王定,mate,未知
5092,张汎,mate,未知
1094,唐彬,mate,未知
1248,崔林,mate,未知
278,文昭皇后,mate,袁熙
278,文昭皇后,mate,曹丕
2310,冯氏,mate,袁术
2254,法真,mate,未知
931,陈造,mate,未知
593,杨昂,mate,未知
189,樊稠,mate,未知
60,马岱,mate,未知
1067,秦朗,mate,未知
1004,沮鹄,mate,未知
717,刘度,mate,未知
1254,夏侯令女,mate,曹文叔
4082,檀敷,mate,未知
4356,魏舒,mate,未知
6085,程仲,mate,未知
3332,卢氏,mate,华廙
1177,张颍,mate,未知
1212,鲍三娘,mate,关索
226,曹叡,mate,明悼皇后
226,曹叡,mate,明元皇后
226,曹叡,mate,虞氏
5174,张时,mate,未知
1350,苏双,mate,未知
4919,应余,mate,未知
3278,刘翊,mate,未知
209,侯选,mate,未知
555,陈兰,mate,未知
962,关靖,mate,未知
745,单经,mate,未知
417,石苞,mate,未知
1352,杨氏,mate,马超
4802,杨厚,mate,未知
3674,秦松,mate,未知
1330,孙河,mate,未知
1519,彭脱,mate,未知
972,韩胤,mate,未知
1024,梁纲,mate,未知
3846,司蕃,mate,未知
587,俞涉,mate,未知
5898,柳甫,mate,未知
219,高干,mate,未知
1056,孟仁,mate,未知
853,傅婴,mate,未知
890,吴班,mate,未知
809,陈横,mate,未知
3572,庞涣,mate,未知
1188,钟毓,mate,未知
4288,王乂,mate,未知
286,潘璋,mate,未知
1689,白寿,mate,未知
4098,陶丘洪,mate,未知
341,唐咨,mate,未知
5439,周慎,mate,未知
968,韩德,mate,未知
923,曹彦,mate,未知
255,关兴,mate,未知
283,华歆,mate,未知
4382,文武,mate,未知
2294,费瑶,mate,未知
857,申仪,mate,未知
798,张勋,mate,未知
646,蹋顿,mate,未知
3704,全静,mate,未知
1444,邓当,mate,未知
3277,刘壹,mate,未知
1547,白绕,mate,未知
1353,敬哀皇后,mate,刘禅
6118,伯乐,mate,未知
599,周朝,mate,未知
1255,孙鲁班,mate,周循
1255,孙鲁班,mate,全琮
4962,虞松,mate,未知
920,曹华,mate,刘协
1194,诸葛绪,mate,未知
548,雷薄,mate,未知
1121,卫瓘,mate,未知
1804,曹冏[曹叡子],mate,未知
5930,阳虎,mate,未知
1079,施朔,mate,未知
532,严纲[东汉],mate,未知
933,淳于导,mate,未知
1916,陈毖,mate,未知
1264,关宁,mate,未知
6055,孙氏[全尚妻],mate,全尚
5880,白居易,mate,未知
1815,曹亮,mate,未知
1771,曹彪,mate,未知
217,杜预,mate,未知
257,张苞[蜀],mate,未知
444,周鲂,mate,未知
366,耿纪,mate,未知
963,管宁,mate,未知
1040,鲁淑,mate,未知
509,谢旌,mate,未知
6131,怀嬴,mate,晋怀公
6131,怀嬴,mate,晋文公
1038,楼玄,mate,未知
4752,阎浮,mate,未知
632,穆顺[张杨],mate,未知
966,郭女王,mate,曹丕
355,孙休,mate,朱皇后
355,孙休,mate,孙休朱夫人
3453,马台,mate,未知
73,陈震,mate,未知
3893,宋建,mate,未知
1213,花鬘,mate,关索
1864,曹寅,mate,未知
4354,魏平,mate,未知
3910,苏姬,mate,曹丕
799,董承,mate,未知
6164,火德星君,mate,未知
913,鲍忠,mate,未知
104,李严,mate,未知
849,阚泽,mate,未知
1076,邵悌,mate,未知
5913,刘彻,mate,未知
615,严政,mate,未知
4831,杨潭,mate,未知
1245,牵招,mate,未知
3371,陆昭,mate,未知
1357,董白,mate,未知
5891,扁鹊,mate,未知
5953,白起,mate,未知
1039,路招,mate,未知
2652,何祗,mate,未知
5239,张允[吴],mate,未知
220,黄月英,mate,诸葛亮
720,滕胤,mate,孙氏[滕胤妻]
106,孔伷,mate,未知
4215,王立,mate,未知
4385,文则,mate,未知
3137,令狐愚,mate,未知
1262,樊氏,mate,未知
1276,韩莒子,mate,未知
248,夏侯德,mate,未知
300,鲍信,mate,未知
203,马休,mate,未知
98,典满,mate,未知
1078,师纂,mate,未知
2112,邓展,mate,未知
266,公孙越,mate,未知
234,曹肇,mate,未知
612,谭雄,mate,未知
4759,阎晏,mate,未知
379,公孙渊,mate,未知
5279,赵衢,mate,未知
2083,单子春,mate,未知
3624,平汉,mate,未知
6156,安喜县吏,mate,未知
5680,范成,mate,未知
4756,阎显,mate,未知
5665,程旷,mate,未知
1197,诸葛芸,mate,未知
1587,刘安,mate,刘安妻
996,贾华,mate,未知
1383,朱皓,mate,未知
1068,秦良,mate,未知
5721,仇连,mate,未知
4785,杨白,mate,未知
2303,冯方,mate,未知
1332,步度根,mate,未知
3524,缪尚,mate,未知
5466,朱符,mate,未知
3797,盛暹,mate,未知
1528,李大目,mate,未知
2965,来历,mate,未知
2694,胡才,mate,未知
2213,杜路,mate,未知
6097,刘炳,mate,未知
5950,孙膑,mate,未知
2752,桓发,mate,未知
1130,奚泥,mate,未知
3802,施但,mate,未知
5568,左髭丈八,mate,未知
537,刘辩,mate,唐妃
673,申耽,mate,未知
6157,邓训,mate,未知
1382,荀正,mate,未知
5324,甄俨,mate,东乡君
569,桥蕤,mate,未知
1361,胡昭,mate,未知
6098,刘缵,mate,未知
1116,王真,mate,未知
2676,洪进,mate,未知
5881,王莽,mate,未知
614,金旋,mate,未知
1890,岑述,mate,未知
1261,蹇硕,mate,未知
4491,夏侯文宁,mate,未知
824,李异[吴],mate,未知
44,张燕,mate,未知
4736,严纲[吴],mate,未知
671,吴兰,mate,未知
3318,柳孚,mate,未知
1292,傅干,mate,未知
134,蔡和,mate,未知
1539,夏侯博,mate,未知
3483,明悼皇后,mate,曹叡
3110,梁宽,mate,未知
4878,阴溥,mate,未知
1359,杜夔,mate,未知
4833,杨玩,mate,未知
3080,李异[刘璋],mate,未知
271,严舆,mate,未知
5038,苑康,mate,未知
4581,徐盖,mate,未知
3078,李遗,mate,未知
5688,彭安,mate,未知
270,关彝,mate,未知
5059,曾夏,mate,未知
868,郤正,mate,未知
2407,耿夔,mate,未知
1046,来敏,mate,未知
151,全端,mate,未知
5957,司马迁,mate,未知
241,郭奕[魏],mate,未知
1416,赵俨,mate,未知
195,高升,mate,未知
1302,常播,mate,未知
1131,夏侯氏[张飞妻],mate,张飞
462,雍闿,mate,未知
4571,修武卢,mate,未知
780,张翼,mate,未知
5683,雷叙,mate,未知
43,张机,mate,未知
1216,胡综,mate,未知
82,陈群,mate,未知
581,区星,mate,未知
216,杨秋,mate,未知
961,关银屏,mate,未知
22,徐盛,mate,未知
649,谯周,mate,未知
4443,伍琼,mate,未知
2046,爨习,mate,未知
3140,刘艾,mate,未知
1147,晏明,mate,未知
25,公孙瓒,mate,未知
510,雅丹,mate,未知
789,张邈[东汉],mate,未知
4948,虞昺,mate,未知
2768,桓彝,mate,未知
924,岑威,mate,未知
1429,蒋奇,mate,未知
977,灵思皇后,mate,刘宏[汉灵帝]
540,曹嵩,mate,太王后
3272,刘阳,mate,未知
4958,虞钦,mate,未知
1211,吕玲绮,mate,未知
2264,樊岐,mate,未知
6010,辛明,mate,未知
4960,虞授,mate,未知
1327,孙俊[孙河子],mate,未知
3653,钱铜,mate,未知
2809,黄渊,mate,未知
4178,王国[东汉],mate,未知
674,周昕,mate,未知
3862,司马岐,mate,未知
5732,彭和,mate,未知
159,杨颙,mate,未知
1977,陈温[东汉],mate,未知
2911,金尚,mate,未知
1682,巴祗,mate,未知
826,宋宪,mate,未知
1460,周宣,mate,未知
1550,段珪,mate,未知
5814,马武,mate,未知
3769,尚弘,mate,未知
4290,王邑,mate,未知
3340,鲁馗,mate,未知
2970,赖厷,mate,未知
6075,刘氏[曹操妾],mate,曹操
5138,张峻,mate,未知
914,武宣皇后,mate,曹操
3813,石虎,mate,未知
4988,爰邵,mate,未知
4674,薛勤,mate,未知
4671,薛兰,mate,未知
252,蒋济,mate,未知
5795,周氏,mate,孙登
237,向宠,mate,未知
3562,潘勖,mate,未知
1602,皇甫郦,mate,未知
1488,庞林,mate,习氏[庞林妻]
912,鲍隆,mate,未知
5689,乌桓触,mate,未知
102,乐綝,mate,未知
2557,郭智,mate,未知
79,黄盖[吴],mate,未知
613,车胄,mate,未知
3729,任尚,mate,未知
1122,魏邈,mate,未知
992,皇甫闿,mate,未知
4426,步夫人,mate,孙权
669,纪灵,mate,未知
1796,曹恒,mate,未知
5714,潘遂,mate,未知
2534,郭泰,mate,未知
591,杨任,mate,未知
1059,宁随,mate,未知
737,尹默,mate,未知
2001,成倅,mate,未知
1610,宋白,mate,未知
6025,邓贤[魏],mate,未知
856,秦宓,mate,未知
2307,冯楷,mate,未知
2136,丁立,mate,未知
2141,丁咸,mate,未知
1043,吕常[魏],mate,未知
848,沈莹,mate,未知
1044,吕公,mate,未知
5746,邓程,mate,未知
1018,李鹏,mate,未知
915,蔡氏[刘表妻],mate,刘表
1309,何宗,mate,未知
85,周循,mate,孙鲁班
1609,董超,mate,未知
265,李典,mate,未知
1022,李歆,mate,未知
724,朱异,mate,未知
1297,许慈,mate,未知
976,何曼,mate,未知
171,孟建,mate,未知
420,陈寿,mate,未知
1418,李福,mate,未知
1756,蔡氏[刘表妻妹],mate,未知
5428,周景,mate,未知
2099,邓龙,mate,未知
63,马良,mate,未知
5919,李斯,mate,未知
2403,耿纯,mate,未知
820,王允,mate,未知
606,廖立,mate,未知
275,张松[刘璋],mate,未知
439,冯习,mate,未知
5322,甄像,mate,未知
210,程银,mate,未知
5020,袁绥,mate,未知
16,张郃,mate,未知
3131,凌封,mate,未知
5089,张敦,mate,未知
3500,孟玖,mate,未知
1446,波才,mate,未知
493,韩浩,mate,未知
6021,要离,mate,未知
3345,鲁芝,mate,未知
23,丁奉,mate,未知
191,张宝,mate,未知
1242,孙观,mate,未知
598,阎象,mate,未知
158,朱灵,mate,未知
295,陈武,mate,未知
51,羊祜,mate,未知
384,张卫,mate,未知
1021,李通[魏],mate,未知
859,司马攸,mate,未知
840,司马炎,mate,胡贵人
